Rk,Player,Age,G,MP,PER,TSpct,3PAr,FTr,ORBpct,DRBpct,TRBpct,ASTpct,STLpct,BLKpct,TOVpct,USGpct,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team
1,Jayson Tatum,25,74,2645,22.3,.604,.427,.349,2.9,20.9,12.3,21.0,1.4,1.4,10.3,30.2,6.4,4.1,10.4,.189,4.5,0.6,5.1,4.7,Boston Celtics
2,Derrick White,29,73,2381,16.9,.611,.590,.181,2.4,11.3,7.0,21.2,1.5,3.2,11.0,18.6,5.2,3.3,8.5,.171,2.4,1.4,3.8,3.5,Boston Celtics
3,Jaylen Brown,27,70,2343,18.6,.580,.326,.239,4.0,13.4,8.9,16.6,1.8,1.4,10.7,28.9,2.7,3.2,5.9,.121,0.9,-0.1,0.7,1.6,Boston Celtics
4,Jrue Holiday,33,69,2263,14.4,.597,.467,.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,3.3,3.0,6.3,.133,1.0,1.1,2.1,2.4,Boston Celtics
5,Payton Pritchard,26,82,1825,15.3,.597,.602,.088,4.3,11.1,7.8,20.7,1.1,0.3,8.5,17.2,4.2,1.9,6.1,.160,1.3,-0.2,1.0,1.4,Boston Celtics
6,Sam Hauser,26,79,1741,13.0,.629,.833,.034,2.9,13.7,8.6,6.2,1.1,1.3,5.3,15.0,2.7,2.1,4.9,.134,1.2,0.0,1.2,1.4,Boston Celtics
7,Al Horford,37,65,1740,15.0,.650,.616,.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,.172,1.7,2.0,3.6,2.5,Boston Celtics
8,Kristaps Porziņģis,28,57,1690,23.2,.647,.390,.402,6.5,19.1,13.1,10.0,1.2,5.8,9.1,25.1,4.9,3.0,7.9,.226,3.5,1.6,5.1,3.0,Boston Celtics
9,Luke Kornet,28,63,983,19.8,.736,.005,.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11.0,3.5,1.6,5.1,.248,1.6,1.8,3.4,1.3,Boston Celtics
10,Oshae Brissett,25,55,630,12.8,.530,.359,.542,10.9,16.3,13.7,8.7,1.5,1.1,9.5,14.5,0.8,0.9,1.7,.131,-2.0,0.2,-1.8,0.0,Boston Celtics
11,Svi Mykhailiuk,26,41,413,11.7,.575,.788,.066,3.0,10.0,6.7,11.0,1.3,0.2,7.8,16.1,0.5,0.4,0.9,.106,-0.9,-0.9,-1.8,0.0,Boston Celtics
12,Neemias Queta,24,28,333,22.9,.662,.000,.269,17.9,21.5,19.8,8.5,1.9,5.5,10.1,16.9,1.1,0.7,1.8,.259,0.4,1.1,1.5,0.3,Boston Celtics
13,Xavier Tillman Sr.,25,20,274,13.3,.579,.424,.106,5.8,15.1,10.6,9.3,1.6,2.9,6.7,11.8,0.4,0.4,0.8,.142,-1.3,1.3,0.0,0.1,Boston Celtics
14,Dalano Banton,24,24,171,9.9,.468,.314,.392,7.9,13.9,11.0,13.9,1.4,1.5,14.3,17.8,0.0,0.2,0.2,.063,-4.7,0.6,-4.1,-0.1,Boston Celtics
15,Jaden Springer,21,17,130,10.9,.522,.367,.267,6.9,9.6,8.3,8.6,4.2,2.7,19.3,13.9,0.0,0.3,0.2,.092,-6.0,2.8,-3.2,0.0,Boston Celtics
16,Lamar Stevens,26,19,122,14.5,.532,.178,.244,11.1,16.1,13.7,8.9,2.4,3.6,15.3,21.0,0.0,0.2,0.2,.093,-2.9,0.9,-2.0,0.0,Boston Celtics
17,Jordan Walsh,19,9,83,8.4,.472,.600,.133,6.8,18.7,13.0,7.2,3.0,1.1,15.9,9.9,0.0,0.2,0.2,.089,-5.6,1.8,-3.8,0.0,Boston Celtics
18,JD Davison,21,8,39,18.8,.581,.583,.333,5.8,21.2,13.8,32.9,1.3,2.3,12.7,17.6,0.1,0.1,0.2,.228,1.8,1.4,3.3,0.1,Boston Celtics
19,Drew Peterson,24,3,23,18.5,.917,.833,.000,0.0,4.5,2.3,5.9,4.3,0.0,14.3,13.3,0.1,0.0,0.1,.194,3.8,1.6,5.3,0.0,Boston Celtics
1,Bam Adebayo,26,71,2416,19.8,.576,.041,.381,7.4,27.3,17.3,18.9,1.7,2.7,12.0,24.9,2.9,4.3,7.2,.144,0.8,1.7,2.4,2.7,Miami Heat
2,Jaime Jaquez Jr.,22,75,2113,12.9,.574,.290,.251,4.4,11.0,7.6,13.9,1.8,0.9,12.4,18.7,1.4,2.7,4.0,.092,-2.2,0.3,-1.9,0.1,Miami Heat
3,Jimmy Butler,34,60,2042,22.0,.626,.183,.579,5.8,11.9,8.8,23.1,1.9,0.8,9.3,24.0,6.4,2.7,9.1,.214,3.9,0.7,4.6,3.4,Miami Heat
4,Duncan Robinson,29,68,1905,12.2,.612,.701,.133,0.9,9.5,5.1,15.1,1.2,0.8,11.7,19.0,1.6,2.0,3.6,.091,-0.5,-0.4,-0.9,0.6,Miami Heat
5,Caleb Martin,28,64,1756,10.8,.531,.415,.177,4.7,13.5,9.1,11.8,1.3,1.6,11.3,17.3,0.2,2.2,2.4,.066,-2.2,0.2,-2.0,0.0,Miami Heat
6,Tyler Herro,24,42,1407,15.7,.558,.453,.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,0.4,1.6,2.0,.068,1.5,-0.7,0.8,1.0,Miami Heat
7,Haywood Highsmith,27,66,1366,11.1,.587,.584,.109,5.3,12.1,8.7,7.2,1.9,2.1,9.0,12.4,1.1,1.9,3.1,.108,-1.8,1.1,-0.7,0.5,Miami Heat
8,Josh Richardson,30,43,1103,11.4,.573,.548,.156,1.8,10.7,6.2,13.9,1.1,1.2,8.9,16.5,0.9,1.2,2.1,.093,-1.3,0.0,-1.3,0.2,Miami Heat
9,Kyle Lowry,37,37,1037,10.9,.582,.665,.174,2.7,11.5,7.0,19.5,1.9,1.4,16.9,13.5,0.8,1.4,2.2,.100,-2.0,1.3,-0.8,0.3,Miami Heat
10,Terry Rozier,29,31,975,15.1,.531,.396,.154,2.1,13.1,7.6,23.4,1.6,0.9,7.9,23.8,0.6,1.2,1.9,.092,0.4,0.3,0.7,0.7,Miami Heat
11,Kevin Love,35,55,924,18.5,.597,.680,.301,7.2,34.5,20.7,19.0,1.0,1.1,10.6,21.9,1.7,1.6,3.3,.170,2.7,1.0,3.6,1.3,Miami Heat
12,Nikola Jović,20,46,896,12.8,.583,.580,.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,0.6,1.3,1.9,.103,-0.9,1.3,0.3,0.5,Miami Heat
13,Thomas Bryant,26,38,441,19.0,.639,.148,.315,10.2,26.2,18.1,8.3,1.1,3.5,11.0,19.3,0.9,0.8,1.6,.177,-0.6,0.2,-0.4,0.2,Miami Heat
14,Orlando Robinson,23,36,304,14.0,.596,.208,.347,10.4,21.0,15.7,15.8,1.1,2.6,17.8,14.8,0.4,0.5,0.9,.135,-1.9,0.8,-1.1,0.1,Miami Heat
15,Delon Wright,31,14,286,12.9,.520,.455,.242,2.4,8.4,5.3,17.6,3.3,1.0,3.9,11.9,0.4,0.5,0.8,.136,-2.4,2.8,0.3,0.2,Miami Heat
16,Jamal Cain,24,26,259,11.5,.544,.392,.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,.089,-2.5,0.2,-2.3,0.0,Miami Heat
17,Patty Mills,35,13,213,7.9,.448,.663,.138,2.1,5.9,4.0,13.4,2.6,0.0,8.6,19.4,-0.2,0.3,0.0,.009,-5.8,0.5,-5.3,-0.2,Miami Heat
18,Dru Smith,26,9,131,12.8,.576,.515,.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,.125,-1.8,3.2,1.4,0.1,Miami Heat
19,Cole Swider,24,18,87,7.1,.540,.789,.053,1.3,7.9,4.6,8.8,0.6,1.1,17.1,24.0,-0.2,0.1,-0.1,-0.050,-2.1,-2.4,-4.5,-0.1,Miami Heat
20,R.J. Hampton,22,8,76,0.9,.336,.571,.143,3.0,6.0,4.5,13.6,0.0,0.0,16.8,10.5,-0.1,0.0,-0.1,-0.038,-8.1,-1.4,-9.5,-0.1,Miami Heat
21,Alondes Williams,24,7,16,-7.9,.296,.500,.125,0.0,7.1,3.5,0.0,0.0,6.1,19.2,29.1,-0.1,0.0,-0.1,-0.357,-17.8,-5.4,-23.2,-0.1,Miami Heat
1,Jalen Brunson,27,77,2726,23.4,.592,.319,.302,1.8,9.7,5.7,33.5,1.3,0.4,9.1,32.5,8.8,2.4,11.2,.198,6.3,-0.4,5.8,5.4,New York Knicks
2,Josh Hart,28,81,2707,11.8,.522,.380,.169,5.3,22.8,14.0,16.3,1.4,0.8,13.9,13.5,2.0,3.6,5.7,.100,-1.3,1.4,0.0,1.4,New York Knicks
3,Donte DiVincenzo,27,81,2360,16.0,.597,.702,.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,.135,2.5,0.9,3.4,3.2,New York Knicks
4,Isaiah Hartenstein,25,75,1896,18.9,.670,.008,.430,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12.0,4.6,3.5,8.1,.204,0.7,2.8,3.5,2.6,New York Knicks
5,Julius Randle,29,46,1630,18.9,.569,.292,.361,6.8,22.4,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1.9,3.8,.113,2.2,-0.3,1.9,1.6,New York Knicks
6,Miles McBride,23,68,1328,13.1,.590,.586,.110,2.6,5.9,4.2,12.2,1.9,0.5,5.9,16.4,2.4,1.3,3.6,.131,-0.4,0.4,-0.1,0.6,New York Knicks
7,Precious Achiuwa,24,49,1187,14.5,.564,.167,.234,13.3,19.9,16.6,6.2,1.3,4.4,14.1,14.0,1.2,1.8,3.0,.122,-1.9,0.5,-1.4,0.2,New York Knicks
8,Quentin Grimes,23,45,910,9.5,.543,.741,.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,0.7,0.9,1.5,.081,-1.9,0.4,-1.5,0.1,New York Knicks
9,OG Anunoby,26,23,802,13.0,.591,.406,.168,3.2,11.1,7.1,6.2,2.5,2.7,12.1,16.8,0.5,1.1,1.6,.097,-1.3,1.8,0.6,0.5,New York Knicks
10,Mitchell Robinson,25,31,768,16.1,.554,.000,.520,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,.155,-0.3,0.4,0.0,0.4,New York Knicks
11,RJ Barrett,23,26,766,14.3,.536,.335,.320,2.8,13.5,8.1,12.8,0.8,1.1,9.6,27.6,0.4,0.7,1.1,.070,-0.3,-1.7,-2.0,0.0,New York Knicks
12,Immanuel Quickley,24,30,720,17.1,.598,.484,.281,0.8,11.3,6.0,15.9,1.1,0.4,7.6,24.4,1.6,0.6,2.2,.149,2.7,-0.2,2.5,0.8,New York Knicks
13,Jericho Sims,25,45,585,10.9,.702,.000,.436,10.7,17.5,14.1,5.4,0.7,3.0,19.6,6.0,0.9,0.7,1.5,.127,-2.4,0.7,-1.8,0.0,New York Knicks
14,Bojan Bogdanović,34,29,557,10.1,.549,.496,.176,1.8,9.9,5.8,7.1,0.6,0.2,12.1,24.3,-0.2,0.4,0.2,.021,-2.4,-2.5,-4.9,-0.4,New York Knicks
15,Alec Burks,32,23,311,6.5,.420,.509,.202,2.9,11.6,7.2,9.2,1.1,0.3,8.3,26.9,-0.6,0.3,-0.4,-0.055,-4.9,-3.0,-7.8,-0.5,New York Knicks
16,Taj Gibson,38,16,165,3.2,.335,.261,.087,6.8,12.3,9.5,6.7,0.6,3.4,17.3,7.6,-0.1,0.2,0.1,.019,-6.9,0.0,-6.9,-0.2,New York Knicks
17,Malachi Flynn,25,14,60,12.5,.557,.565,.478,0.0,11.3,5.6,14.1,0.8,0.0,9.7,22.2,0.1,0.0,0.1,.093,-1.7,-0.9,-2.6,0.0,New York Knicks
18,DaQuan Jeffries,26,17,46,3.1,.391,.588,.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,New York Knicks
19,Ryan Arcidiacono,29,20,45,-2.0,.000,1.000,.000,0.0,20.0,10.0,10.4,2.2,0.0,25.0,7.7,-0.1,0.1,-0.1,-0.089,-11.5,1.9,-9.6,-0.1,New York Knicks
20,Evan Fournier,31,3,39,2.2,.287,.750,.100,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1,New York Knicks
21,Jacob Toppin,23,9,38,14.3,.658,.444,.222,8.8,11.9,10.3,10.9,0.0,2.5,9.2,12.4,0.1,0.0,0.1,.161,0.6,-1.3,-0.7,0.0,New York Knicks
22,Charlie Brown Jr.,26,8,37,-3.2,.300,.700,.000,3.0,3.0,3.0,0.0,0.0,5.1,16.7,14.0,-0.1,0.0,-0.1,-0.124,-10.2,-3.4,-13.6,-0.1,New York Knicks
23,Shake Milton,27,6,27,13.8,.557,.222,.222,0.0,25.0,12.5,20.9,1.9,0.0,0.0,15.8,0.1,0.0,0.1,.201,-5.7,2.2,-3.5,0.0,New York Knicks
24,Mamadi Diakite,27,3,8,-5.2,.000,1.000,.000,0.0,14.1,7.0,0.0,6.3,0.0,50.0,10.8,-0.1,0.0,0.0,-0.194,-13.5,0.7,-12.7,0.0,New York Knicks
25,Dylan Windler,27,3,7,15.5,.750,1.000,.000,0.0,16.1,8.0,20.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,.238,3.7,3.8,7.4,0.0,New York Knicks
26,Dmytro Skapintsev,25,2,2,-19.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,-0.483,-16.0,-9.8,-25.9,0.0,New York Knicks
1,Tyrese Maxey,23,70,2626,19.8,.573,.401,.266,1.5,9.5,5.4,26.7,1.3,1.1,6.8,28.0,5.9,2.1,8.1,.147,4.1,-1.0,3.1,3.4,Philadelphia 76ers
2,Tobias Harris,31,70,2368,16.5,.576,.271,.224,3.7,17.7,10.6,13.8,1.5,1.8,8.2,20.7,3.2,2.7,5.9,.121,1.0,-0.1,0.9,1.7,Philadelphia 76ers
3,Kelly Oubre Jr.,28,68,2055,13.5,.535,.370,.264,5.0,13.5,9.2,7.3,1.8,2.1,8.2,22.4,0.6,2.4,3.0,.070,-1.5,-0.7,-2.3,-0.1,Philadelphia 76ers
4,Paul Reed,24,82,1590,17.4,.580,.119,.177,13.2,20.9,16.9,9.8,2.1,4.8,11.5,15.9,2.5,2.6,5.1,.154,-0.6,1.0,0.4,0.9,Philadelphia 76ers
5,Nicolas Batum,35,57,1475,10.3,.606,.718,.085,5.1,13.0,9.0,10.6,1.5,2.1,13.2,8.7,1.6,1.5,3.2,.104,-1.3,0.7,-0.5,0.5,Philadelphia 76ers
6,Joel Embiid,29,39,1309,34.1,.644,.163,.531,7.9,28.8,18.1,32.4,1.7,4.6,12.5,39.6,5.2,2.3,7.5,.275,8.5,3.1,11.6,4.5,Philadelphia 76ers
7,De'Anthony Melton,25,38,1023,13.4,.533,.594,.219,3.0,12.4,7.6,15.4,2.9,1.4,9.0,18.3,0.8,1.4,2.1,.099,-0.7,1.2,0.5,0.7,Philadelphia 76ers
8,Patrick Beverley,35,47,919,11.7,.547,.452,.261,3.5,14.1,8.7,21.0,1.3,1.8,15.4,14.9,0.7,0.9,1.7,.087,-1.5,0.0,-1.5,0.1,Philadelphia 76ers
9,Buddy Hield,31,32,824,13.6,.566,.634,.078,3.6,10.2,6.8,17.1,1.6,1.2,10.6,20.2,0.7,0.8,1.5,.088,1.0,-0.3,0.8,0.6,Philadelphia 76ers
10,Mo Bamba,25,57,740,15.4,.575,.323,.253,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,0.6,1.3,2.0,.128,-2.3,1.4,-1.0,0.2,Philadelphia 76ers
11,KJ Martin,23,58,715,10.0,.569,.135,.228,6.1,13.8,9.9,9.6,1.4,1.4,13.8,13.2,0.4,0.7,1.1,.076,-3.9,-0.1,-4.0,-0.4,Philadelphia 76ers
12,Kyle Lowry,37,23,653,11.0,.615,.659,.244,1.5,9.6,5.5,21.1,1.5,0.8,17.6,12.0,0.8,0.6,1.4,.102,-1.7,0.4,-1.3,0.1,Philadelphia 76ers
13,Marcus Morris,34,37,637,10.5,.559,.439,.176,3.1,16.1,9.4,5.7,1.0,1.6,7.9,16.3,0.3,0.6,1.0,.073,-2.3,-1.1,-3.4,-0.2,Philadelphia 76ers
14,Cameron Payne,29,31,602,13.0,.533,.525,.089,2.9,7.3,5.0,23.4,1.6,1.2,11.5,21.8,0.3,0.5,0.8,.067,0.0,-0.8,-0.7,0.2,Philadelphia 76ers
15,Danuel House Jr.,30,34,509,8.5,.575,.476,.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,.066,-3.4,-0.5,-4.0,-0.3,Philadelphia 76ers
16,Robert Covington,33,26,419,14.1,.593,.539,.270,7.5,16.1,11.7,5.3,3.9,3.5,9.9,11.4,0.5,0.8,1.3,.149,-0.9,3.0,2.2,0.4,Philadelphia 76ers
17,Jaden Springer,21,32,377,10.6,.481,.314,.288,7.2,9.8,8.5,12.6,3.3,2.7,16.4,18.2,-0.2,0.5,0.3,.038,-4.5,1.0,-3.4,-0.1,Philadelphia 76ers
18,Furkan Korkmaz,26,35,300,9.2,.519,.526,.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,.057,-3.2,0.4,-2.7,-0.1,Philadelphia 76ers
19,Ricky Council IV,22,32,289,18.6,.604,.286,.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,.173,2.1,-0.8,1.3,0.2,Philadelphia 76ers
20,Jeff Dowtin,26,12,142,18.2,.689,.528,.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,.193,2.0,1.3,3.3,0.2,Philadelphia 76ers
21,Terquavion Smith,21,16,84,14.8,.539,.761,.109,0.0,5.4,2.6,22.1,4.7,0.0,12.7,28.4,0.0,0.1,0.1,.050,0.3,0.5,0.8,0.1,Philadelphia 76ers
22,P.J. Tucker,38,3,66,4.7,.600,1.000,.000,1.6,22.1,11.7,0.0,2.2,2.8,28.6,4.6,0.0,0.1,0.1,.053,-5.2,1.2,-4.0,0.0,Philadelphia 76ers
23,Danny Green,36,2,18,0.7,.000,.500,.000,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,Philadelphia 76ers
24,D.J. Wilson,27,2,15,31.6,.833,.333,.000,7.2,7.5,7.4,22.5,0.0,12.2,0.0,17.3,0.1,0.0,0.1,.355,15.5,7.0,22.4,0.1,Philadelphia 76ers
25,Darius Bazley,23,3,10,-1.6,.000,.000,.000,0.0,11.2,5.5,23.2,0.0,0.0,50.0,8.6,0.0,0.0,0.0,-0.142,-7.7,-0.7,-8.4,0.0,Philadelphia 76ers
26,Kenneth Lofton Jr.,21,2,9,-20.0,.167,.333,.000,0.0,37.5,18.4,0.0,0.0,0.0,25.0,38.4,-0.1,0.0,-0.1,-0.705,-23.4,-9.2,-32.6,-0.1,Philadelphia 76ers
27,Filip Petrušev,23,1,3,4.0,,,,0.0,37.5,18.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.061,-3.0,-1.9,-4.9,0.0,Philadelphia 76ers
28,Javonte Smart,24,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.005,-6.2,-2.1,-8.3,0.0,Philadelphia 76ers
1,Damian Lillard,33,73,2579,19.6,.590,.487,.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,.143,3.4,-1.3,2.1,2.7,Milwaukee Bucks
2,Giannis Antetokounmpo,29,73,2567,29.9,.649,.091,.571,8.6,27.0,17.9,32.7,1.6,2.6,12.7,33.0,9.5,3.7,13.2,.246,6.7,2.4,9.0,7.2,Milwaukee Bucks
3,Brook Lopez,35,79,2411,14.8,.608,.535,.177,5.4,13.0,9.3,7.1,0.9,6.7,8.8,16.0,3.1,2.8,5.9,.117,0.2,0.8,1.0,1.8,Milwaukee Bucks
4,Malik Beasley,27,79,2337,10.3,.603,.751,.048,2.0,11.4,6.8,6.1,1.2,0.3,6.8,14.6,1.9,1.6,3.5,.073,-1.0,-0.8,-1.8,0.1,Milwaukee Bucks
5,Bobby Portis,28,82,2008,17.5,.581,.268,.135,7.9,24.8,16.6,7.8,1.6,1.4,8.6,22.9,2.1,2.6,4.7,.112,0.0,-0.8,-0.8,0.6,Milwaukee Bucks
6,Pat Connaughton,31,76,1676,9.6,.574,.686,.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,.080,-1.6,0.0,-1.6,0.2,Milwaukee Bucks
7,Khris Middleton,32,55,1487,17.0,.595,.384,.187,3.0,15.7,9.5,28.9,1.6,0.9,15.4,23.9,1.9,1.4,3.4,.109,1.1,0.0,1.1,1.2,Milwaukee Bucks
8,Jae Crowder,33,50,1156,8.9,.546,.615,.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,.065,-2.6,0.0,-2.6,-0.2,Milwaukee Bucks
9,Cameron Payne,29,47,702,12.6,.603,.590,.198,0.8,8.7,4.8,20.7,1.5,0.4,11.4,16.7,1.1,0.5,1.6,.108,-1.0,-0.5,-1.5,0.1,Milwaukee Bucks
10,A.J. Green,24,56,614,10.5,.617,.862,.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,.084,-0.4,-1.7,-2.1,0.0,Milwaukee Bucks
11,MarJon Beauchamp,23,48,608,9.7,.592,.452,.169,4.1,13.6,8.9,6.7,1.0,1.0,13.2,14.6,0.2,0.5,0.7,.056,-2.3,-0.9,-3.2,-0.2,Milwaukee Bucks
12,Andre Jackson Jr.,22,57,572,8.5,.596,.460,.110,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,.081,-3.6,0.0,-3.6,-0.2,Milwaukee Bucks
13,Patrick Beverley,35,26,543,11.4,.524,.522,.196,3.9,14.8,9.5,15.8,1.7,2.0,9.6,13.2,0.5,0.6,1.1,.095,-1.6,1.2,-0.4,0.2,Milwaukee Bucks
14,Thanasis Antetokounmpo,31,34,155,5.5,.518,.033,.067,5.1,4.2,4.6,13.9,2.2,2.2,31.2,12.5,-0.2,0.1,0.0,-0.010,-6.7,0.3,-6.4,-0.2,Milwaukee Bucks
15,Danilo Gallinari,35,17,155,7.7,.523,.459,.486,4.3,8.3,6.4,9.6,1.9,0.6,18.2,15.3,0.0,0.1,0.1,.025,-5.0,-0.2,-5.2,-0.1,Milwaukee Bucks
16,Chris Livingston,20,21,90,6.9,.547,.227,.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,.027,-7.0,-1.0,-8.0,-0.1,Milwaukee Bucks
