time,"
Boston Celtics
",score,"
Dallas Mavericks
",url
2:41.0,"{'player': '', 'action': ''}",111-100,"{'player': 'M. Kleber', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:25.0,"{'player': '', 'action': ''}",111-103,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving makes 3-pt jump shot from 26 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:02.0,"{'player': 'J. Brown', 'action': 'makes 2-pt jump shot from 14 ft'}",113-103,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:47.0,"{'player': '', 'action': ''}",113-105,"{'player': 'M. Kleber L. Dončić', 'action': 'M. Kleber makes 2-pt layup from 1 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:24.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 16 ft'}",113-105,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:22.0,"{'player': '', 'action': ''}",113-105,"{'player': 'M. Kleber', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:14.0,"{'player': '', 'action': ''}",113-105,"{'player': 'T. Hardaway J. Tatum', 'action': 'T. Hardaway misses 2-pt jump shot from 15 ft (block by J. Tatum )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:11.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",113-105,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:10.0,"{'player': 'M. Kleber J. Tatum', 'action': 'Personal take foul by M. Kleber (drawn by J. Tatum )'}",113-105,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:10.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",114-105,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:10.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",115-105,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:01.0,"{'player': '', 'action': ''}",115-107,"{'player': 'M. Kleber L. Dončić', 'action': 'M. Kleber makes 2-pt layup from 1 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:01.0,"{'player': '', 'action': ''}",115-107,"{'player': 'J. Brown M. Kleber', 'action': 'Shooting foul by J. Brown (drawn by M. Kleber )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:01.0,"{'player': '', 'action': ''}",115-108,"{'player': 'M. Kleber', 'action': 'makes free throw 1 of 1'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:56.0,"{'player': 'J. Green J. Tatum', 'action': 'Personal foul by J. Green (drawn by J. Tatum )'}",115-108,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:56.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",116-108,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:56.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",117-108,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:49.0,"{'player': '', 'action': ''}",117-110,"{'player': 'K. Irving T. Hardaway', 'action': 'K. Irving makes 2-pt layup from 2 ft (assist by T. Hardaway )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:34.0,"{'player': 'L. Dončić J. Tatum', 'action': 'Personal foul by L. Dončić (drawn by J. Tatum )'}",117-110,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:34.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",118-110,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:34.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",119-110,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:22.0,"{'player': '', 'action': ''}",119-110,"{'player': 'M. Kleber', 'action': 'misses 3-pt jump shot from 23 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:20.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",119-110,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:41.0,"{'player': '', 'action': ''}",2-0,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 7 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:20.0,"{'player': 'J. Brown', 'action': 'misses 3-pt jump shot from 28 ft'}",2-0,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:18.0,"{'player': '', 'action': ''}",2-0,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:15.0,"{'player': '', 'action': ''}",2-0,"{'player': 'J. Brown D. Lively', 'action': 'Shooting foul by J. Brown (drawn by D. Lively )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:15.0,"{'player': '', 'action': ''}",3-0,"{'player': 'D. Lively', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:15.0,"{'player': '', 'action': ''}",3-0,"{'player': 'D. Lively', 'action': 'misses free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:15.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",3-0,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:04.0,"{'player': 'K. Porziņģis J. Holiday', 'action': 'K. Porziņģis makes 3-pt jump shot from 26 ft (assist by J. Holiday )'}",3-3,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:49.0,"{'player': '', 'action': ''}",3-3,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:46.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",3-3,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:35.0,"{'player': 'L. Dončić K. Porziņģis', 'action': 'Shooting foul by L. Dončić (drawn by K. Porziņģis )'}",3-3,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:35.0,"{'player': 'K. Porziņģis', 'action': 'makes free throw 1 of 2'}",3-4,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:35.0,"{'player': 'K. Porziņģis', 'action': 'makes free throw 2 of 2'}",3-5,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:25.0,"{'player': '', 'action': ''}",3-5,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 20 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:23.0,"{'player': '', 'action': ''}",3-5,"{'player': 'P. Washington', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:18.0,"{'player': '', 'action': ''}",3-5,"{'player': 'K. Irving', 'action': 'misses 2-pt jump shot from 18 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:17.0,"{'player': 'J. Holiday', 'action': 'Defensive rebound by'}",3-5,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:07.0,"{'player': 'D. White', 'action': 'misses 2-pt jump shot from 7 ft'}",3-5,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:06.0,"{'player': '', 'action': ''}",3-5,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:01.0,"{'player': '', 'action': ''}",3-5,"{'player': 'J. Green K. Porziņģis', 'action': 'J. Green misses 2-pt layup from 5 ft (block by K. Porziņģis )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
10:00.0,"{'player': '', 'action': ''}",3-5,"{'player': 'J. Green', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:56.0,"{'player': '', 'action': ''}",3-5,"{'player': 'P. Washington', 'action': 'misses 3-pt jump shot from 23 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:55.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",3-5,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:50.0,"{'player': 'J. Holiday D. White', 'action': 'J. Holiday makes 3-pt jump shot from 23 ft (assist by D. White )'}",3-8,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:37.0,"{'player': '', 'action': ''}",5-8,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 8 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:24.0,"{'player': 'K. Porziņģis J. Brown', 'action': 'K. Porziņģis makes 3-pt jump shot from 29 ft (assist by J. Brown )'}",5-11,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:07.0,"{'player': '', 'action': ''}",5-11,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 30 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
9:04.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",5-11,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:59.0,"{'player': 'J. Brown D. White', 'action': 'J. Brown makes 2-pt layup from 1 ft (assist by D. White )'}",5-13,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:53.0,"{'player': '', 'action': ''}",8-13,"{'player': 'L. Dončić', 'action': 'makes 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:31.0,"{'player': 'K. Porziņģis', 'action': 'misses 2-pt layup from 1 ft'}",8-13,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:30.0,"{'player': 'K. Porziņģis', 'action': 'Offensive rebound by'}",8-13,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:30.0,"{'player': 'K. Porziņģis', 'action': 'makes 2-pt layup from 1 ft'}",8-15,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:19.0,"{'player': '', 'action': ''}",10-15,"{'player': 'D. Lively K. Irving', 'action': 'D. Lively makes 2-pt dunk from 3 ft (assist by K. Irving )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
8:03.0,"{'player': 'J. Holiday D. White', 'action': 'J. Holiday makes 3-pt jump shot from 24 ft (assist by D. White )'}",10-18,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:55.0,"{'player': '', 'action': ''}",10-18,"{'player': 'J. Brown L. Dončić', 'action': 'Shooting foul by J. Brown (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:55.0,"{'player': '', 'action': ''}",11-18,"{'player': 'L. Dončić', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:55.0,"{'player': '', 'action': ''}",12-18,"{'player': 'L. Dončić', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:49.0,"{'player': 'D. White D. Lively', 'action': 'Turnover by D. White (bad pass; steal by D. Lively )'}",12-18,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:46.0,"{'player': '', 'action': ''}",12-18,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 29 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:44.0,"{'player': '', 'action': ''}",12-18,"{'player': 'K. Irving', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:42.0,"{'player': '', 'action': ''}",14-18,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 11 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:22.0,"{'player': 'D. White', 'action': 'makes 2-pt jump shot from 9 ft'}",14-20,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
7:09.0,"{'player': '', 'action': ''}",16-20,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 13 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:56.0,"{'player': 'J. Brown', 'action': 'makes 2-pt layup from 1 ft'}",16-22,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:56.0,"{'player': 'L. Dončić J. Brown', 'action': 'Shooting foul by L. Dončić (drawn by J. Brown )'}",16-22,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:56.0,"{'player': '', 'action': 'Boston full timeout'}",16-22,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:56.0,"{'player': 'A. Horford J. Tatum', 'action': 'A. Horford enters the game for J. Tatum'}",16-22,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:56.0,"{'player': 'J. Brown', 'action': 'makes free throw 1 of 1'}",16-23,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:41.0,"{'player': '', 'action': ''}",19-23,"{'player': 'L. Dončić', 'action': 'makes 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:27.0,"{'player': 'J. Holiday J. Brown', 'action': 'J. Holiday makes 2-pt layup from 8 ft (assist by J. Brown )'}",19-25,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:19.0,"{'player': '', 'action': ''}",19-25,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:15.0,"{'player': '', 'action': 'Defensive rebound by Team'}",19-25,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:15.0,"{'player': '', 'action': ''}",19-25,"{'player': 'D. Gafford J. Green', 'action': 'D. Gafford enters the game for J. Green'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:15.0,"{'player': '', 'action': ''}",19-25,"{'player': 'T. Hardaway D. Lively', 'action': 'T. Hardaway enters the game for D. Lively'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:15.0,"{'player': 'S. Hauser J. Holiday', 'action': 'S. Hauser enters the game for J. Holiday'}",19-25,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
6:03.0,"{'player': 'J. Brown D. White', 'action': 'J. Brown makes 2-pt jump shot from 11 ft (assist by D. White )'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:53.0,"{'player': '', 'action': ''}",19-27,"{'player': 'S. Hauser K. Irving', 'action': 'Personal foul by S. Hauser (drawn by K. Irving )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:46.0,"{'player': '', 'action': ''}",19-27,"{'player': 'L. Dončić', 'action': 'misses 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:43.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:37.0,"{'player': 'D. White', 'action': 'misses 2-pt jump shot from 14 ft'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:35.0,"{'player': '', 'action': ''}",19-27,"{'player': 'D. Gafford', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:29.0,"{'player': '', 'action': ''}",19-27,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 23 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:28.0,"{'player': 'S. Hauser', 'action': 'Defensive rebound by'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:15.0,"{'player': 'J. Brown', 'action': 'misses 2-pt jump shot from 12 ft'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:14.0,"{'player': '', 'action': ''}",19-27,"{'player': 'D. Gafford', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:09.0,"{'player': '', 'action': ''}",19-27,"{'player': 'T. Hardaway', 'action': 'Turnover by  (out of bounds lost ball)'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
5:09.0,"{'player': '', 'action': ''}",19-27,"{'player': 'D. Exum L. Dončić', 'action': 'D. Exum enters the game for L. Dončić'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:59.0,"{'player': 'K. Irving K. Porziņģis', 'action': 'Personal foul by K. Irving (drawn by K. Porziņģis )'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:59.0,"{'player': 'J. Tatum J. Brown', 'action': 'J. Tatum enters the game for J. Brown'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:56.0,"{'player': 'K. Porziņģis', 'action': 'misses 3-pt jump shot from 27 ft'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:54.0,"{'player': '', 'action': ''}",19-27,"{'player': 'P. Washington', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:45.0,"{'player': '', 'action': ''}",19-27,"{'player': 'D. Exum', 'action': 'misses 2-pt jump shot from 10 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:43.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:28.0,"{'player': 'J. Tatum D. Gafford', 'action': 'J. Tatum misses 2-pt layup from 2 ft (block by D. Gafford )'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:27.0,"{'player': '', 'action': ''}",19-27,"{'player': 'P. Washington', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:22.0,"{'player': '', 'action': ''}",19-27,"{'player': 'T. Hardaway', 'action': 'misses 3-pt jump shot from 24 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:21.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",19-27,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:14.0,"{'player': 'A. Horford D. White', 'action': 'A. Horford makes 3-pt jump shot from 26 ft (assist by D. White )'}",19-30,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:12.0,"{'player': '', 'action': ''}",19-30,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:12.0,"{'player': '', 'action': ''}",19-30,"{'player': 'M. Kleber P. Washington', 'action': 'M. Kleber enters the game for P. Washington'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
4:01.0,"{'player': '', 'action': ''}",21-30,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 16 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:45.0,"{'player': 'D. White K. Porziņģis', 'action': 'D. White makes 3-pt jump shot from 29 ft (assist by K. Porziņģis )'}",21-33,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:32.0,"{'player': '', 'action': ''}",21-33,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:30.0,"{'player': '', 'action': ''}",21-33,"{'player': 'K. Irving', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:25.0,"{'player': '', 'action': ''}",24-33,"{'player': 'T. Hardaway M. Kleber', 'action': 'T. Hardaway makes 3-pt jump shot from 24 ft (assist by M. Kleber )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:07.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 26 ft'}",24-33,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
3:06.0,"{'player': '', 'action': ''}",24-33,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:50.0,"{'player': '', 'action': ''}",24-33,"{'player': 'M. Kleber', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:48.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",24-33,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:39.0,"{'player': 'J. Tatum', 'action': 'misses 2-pt jump shot from 19 ft'}",24-33,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:38.0,"{'player': '', 'action': ''}",24-33,"{'player': 'T. Hardaway', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:30.0,"{'player': '', 'action': ''}",27-33,"{'player': 'T. Hardaway', 'action': 'makes 3-pt jump shot from 28 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:18.0,"{'player': 'K. Porziņģis D. White', 'action': 'K. Porziņģis makes 3-pt jump shot from 26 ft (assist by D. White )'}",27-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:02.0,"{'player': '', 'action': ''}",27-36,"{'player': 'A. Horford M. Kleber', 'action': 'Shooting foul by A. Horford (drawn by M. Kleber )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:02.0,"{'player': '', 'action': ''}",28-36,"{'player': 'M. Kleber', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:02.0,"{'player': 'P. Pritchard D. White', 'action': 'P. Pritchard enters the game for D. White'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:02.0,"{'player': '', 'action': ''}",28-36,"{'player': 'M. Kleber', 'action': 'misses free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
2:02.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:47.0,"{'player': 'S. Hauser', 'action': 'misses 3-pt jump shot from 26 ft'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:44.0,"{'player': '', 'action': ''}",28-36,"{'player': 'T. Hardaway', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:37.0,"{'player': '', 'action': ''}",28-36,"{'player': 'T. Hardaway', 'action': 'misses 2-pt jump shot from 19 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:36.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:28.0,"{'player': 'A. Horford', 'action': 'Turnover by  (traveling)'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:28.0,"{'player': '', 'action': ''}",28-36,"{'player': 'L. Dončić K. Irving', 'action': 'L. Dončić enters the game for K. Irving'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:28.0,"{'player': 'J. Holiday K. Porziņģis', 'action': 'J. Holiday enters the game for K. Porziņģis'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:16.0,"{'player': '', 'action': ''}",28-36,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 10 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:15.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
1:04.0,"{'player': 'J. Tatum', 'action': 'Turnover by  (bad pass)'}",28-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:48.0,"{'player': '', 'action': ''}",30-36,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 8 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:33.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 26 ft'}",30-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:28.0,"{'player': '', 'action': ''}",30-36,"{'player': 'T. Hardaway', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:21.0,"{'player': '', 'action': ''}",30-36,"{'player': 'L. Dončić J. Holiday', 'action': 'Turnover by L. Dončić (bad pass; steal by J. Holiday )'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:18.0,"{'player': 'T. Hardaway J. Tatum', 'action': 'Shooting foul by T. Hardaway (drawn by J. Tatum )'}",30-36,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:18.0,"{'player': 'J. Tatum', 'action': 'makes free throw 1 of 2'}",30-37,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:18.0,"{'player': '', 'action': ''}",30-37,"{'player': 'K. Irving D. Gafford', 'action': 'K. Irving enters the game for D. Gafford'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:18.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",30-38,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:01.0,"{'player': '', 'action': ''}",32-38,"{'player': 'L. Dončić', 'action': 'makes 2-pt jump shot from 8 ft'}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': 'P. Pritchard', 'action': 'misses 3-pt jump shot from 59 ft'}",32-38,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
0:00.0,"{'player': '', 'action': 'Offensive rebound by Team'}",32-38,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
11:43.0,"{'player': 'J. Holiday J. Tatum', 'action': 'J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Tatum )'}",32-41,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202403010BOS.html
