time,"
Boston Celtics
",score,"
Dallas Mavericks
",url
5:26.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",84-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:13.0,"{'player': 'P. Pritchard', 'action': 'misses 3-pt jump shot from 28 ft'}",84-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:09.0,"{'player': '', 'action': ''}",84-71,"{'player': 'J. Green', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:46.0,"{'player': '', 'action': ''}",84-71,"{'player': 'T. Hardaway', 'action': 'misses 2-pt jump shot from 22 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:43.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",84-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:35.0,"{'player': 'J. Brown', 'action': 'makes 2-pt jump shot from 8 ft'}",86-71,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:25.0,"{'player': '', 'action': ''}",86-74,"{'player': 'J. Green L. Dončić', 'action': 'J. Green makes 3-pt jump shot from 26 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:00.0,"{'player': 'J. Tatum', 'action': 'makes 2-pt jump shot from 16 ft'}",88-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:49.0,"{'player': '', 'action': ''}",88-74,"{'player': 'J. Green', 'action': 'misses 2-pt layup from 2 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:47.0,"{'player': 'J. Holiday', 'action': 'Defensive rebound by'}",88-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:35.0,"{'player': 'J. Tatum P. Pritchard', 'action': 'J. Tatum makes 2-pt layup from 2 ft (assist by P. Pritchard )'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:12.0,"{'player': '', 'action': ''}",90-74,"{'player': 'M. Kleber J. Tatum', 'action': 'Turnover by M. Kleber (bad pass; steal by J. Tatum )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:06.0,"{'player': 'A. Horford', 'action': 'misses 3-pt jump shot from 26 ft'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:02.0,"{'player': '', 'action': ''}",90-74,"{'player': 'G. Williams', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:49.0,"{'player': '', 'action': ''}",90-74,"{'player': 'T. Hardaway', 'action': 'misses 3-pt jump shot from 25 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:46.0,"{'player': 'J. Holiday', 'action': 'Defensive rebound by'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': '', 'action': 'Boston full timeout'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': 'S. Hauser A. Horford', 'action': 'S. Hauser enters the game for A. Horford'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': 'L. Kornet J. Tatum', 'action': 'L. Kornet enters the game for J. Tatum'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': '', 'action': ''}",90-74,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving enters the game for L. Dončić'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': '', 'action': ''}",90-74,"{'player': 'D. Jones T. Hardaway', 'action': 'D. Jones enters the game for T. Hardaway'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:42.0,"{'player': '', 'action': ''}",90-74,"{'player': 'D. Lively M. Kleber', 'action': 'D. Lively enters the game for M. Kleber'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:34.0,"{'player': 'L. Kornet J. Green', 'action': 'Offensive foul by L. Kornet (drawn by J. Green )'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:34.0,"{'player': 'L. Kornet', 'action': 'Turnover by  (offensive foul)'}",90-74,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:19.0,"{'player': '', 'action': ''}",90-77,"{'player': 'D. Jones K. Irving', 'action': 'D. Jones makes 3-pt jump shot from 23 ft (assist by K. Irving )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:13.0,"{'player': 'G. Williams J. Brown', 'action': 'Shooting foul by G. Williams (drawn by J. Brown )'}",90-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:13.0,"{'player': 'J. Brown', 'action': 'misses free throw 1 of 2'}",90-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:13.0,"{'player': '', 'action': 'Offensive rebound by Team'}",90-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:13.0,"{'player': 'D. White J. Holiday', 'action': 'D. White enters the game for J. Holiday'}",90-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:13.0,"{'player': 'J. Brown', 'action': 'makes free throw 2 of 2'}",91-77,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:03.0,"{'player': '', 'action': ''}",91-79,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 11 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:50.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 28 ft'}",91-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:46.0,"{'player': '', 'action': ''}",91-79,"{'player': 'D. Lively', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:41.0,"{'player': '', 'action': ''}",91-79,"{'player': 'K. Irving', 'action': 'misses 3-pt jump shot from 25 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:38.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",91-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:33.0,"{'player': 'J. Green D. White', 'action': 'Shooting foul by J. Green (drawn by D. White )'}",91-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:33.0,"{'player': 'D. White', 'action': 'misses free throw 1 of 2'}",91-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:33.0,"{'player': '', 'action': 'Offensive rebound by Team'}",91-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:33.0,"{'player': 'D. White', 'action': 'makes free throw 2 of 2'}",92-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:17.0,"{'player': '', 'action': ''}",92-79,"{'player': 'G. Williams', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:13.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",92-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
1:12.0,"{'player': 'S. Hauser J. Brown', 'action': 'S. Hauser makes 2-pt layup from 1 ft (assist by J. Brown )'}",94-79,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:51.0,"{'player': '', 'action': ''}",94-81,"{'player': 'K. Irving', 'action': 'makes 2-pt jump shot from 11 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:31.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 26 ft'}",94-81,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:28.0,"{'player': '', 'action': ''}",94-81,"{'player': 'D. Jones', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:09.0,"{'player': '', 'action': ''}",94-81,"{'player': 'D. Jones L. Kornet', 'action': 'D. Jones misses 2-pt layup from 5 ft (block by L. Kornet )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:07.0,"{'player': '', 'action': ''}",94-81,"{'player': 'D. Lively', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:06.0,"{'player': '', 'action': ''}",94-83,"{'player': 'D. Lively', 'action': 'makes 2-pt layup from 2 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:00.0,"{'player': 'P. Pritchard D. Lively', 'action': 'P. Pritchard misses 2-pt layup from 2 ft (block by D. Lively )'}",94-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:00.0,"{'player': '', 'action': 'Offensive rebound by Team'}",94-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:00.0,"{'player': 'L. Kornet', 'action': 'misses 2-pt layup from 5 ft'}",94-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
0:00.0,"{'player': '', 'action': 'Offensive rebound by Team'}",94-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:40.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 25 ft'}",94-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:36.0,"{'player': '', 'action': ''}",94-83,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:31.0,"{'player': '', 'action': ''}",94-83,"{'player': 'L. Dončić J. Tatum', 'action': 'Turnover by L. Dončić (lost ball; steal by J. Tatum )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:28.0,"{'player': 'J. Tatum L. Kornet', 'action': 'J. Tatum makes 2-pt layup from 2 ft (assist by L. Kornet )'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:16.0,"{'player': '', 'action': ''}",96-83,"{'player': 'J. Tatum D. Jones', 'action': 'Personal foul by J. Tatum (drawn by D. Jones )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:05.0,"{'player': '', 'action': ''}",96-83,"{'player': 'P. Pritchard L. Dončić', 'action': 'Personal foul by P. Pritchard (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
11:05.0,"{'player': 'J. Holiday S. Hauser', 'action': 'J. Holiday enters the game for S. Hauser'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:56.0,"{'player': '', 'action': ''}",96-83,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 16 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:53.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:36.0,"{'player': 'D. White', 'action': 'misses 3-pt jump shot from 23 ft'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:33.0,"{'player': '', 'action': ''}",96-83,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:30.0,"{'player': '', 'action': ''}",96-83,"{'player': 'K. Irving', 'action': 'misses 2-pt layup from 2 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:25.0,"{'player': 'J. Holiday', 'action': 'Defensive rebound by'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:23.0,"{'player': 'J. Holiday', 'action': 'misses 3-pt jump shot from 26 ft'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:20.0,"{'player': '', 'action': ''}",96-83,"{'player': 'D. Lively', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:07.0,"{'player': '', 'action': ''}",96-83,"{'player': 'J. Green', 'action': 'misses 3-pt jump shot from 26 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
10:04.0,"{'player': 'L. Kornet', 'action': 'Defensive rebound by'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:51.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 26 ft'}",96-83,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:48.0,"{'player': '', 'action': ''}",96-83,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:40.0,"{'player': '', 'action': ''}",96-86,"{'player': 'L. Dončić D. Lively', 'action': 'L. Dončić makes 3-pt jump shot from 26 ft (assist by D. Lively )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:21.0,"{'player': 'D. White', 'action': 'makes 2-pt jump shot from 7 ft'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:03.0,"{'player': '', 'action': ''}",98-86,"{'player': 'K. Irving', 'action': 'misses 2-pt jump shot from 11 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
9:00.0,"{'player': 'D. White', 'action': 'Defensive rebound by'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:57.0,"{'player': 'P. Pritchard', 'action': 'misses 2-pt layup from 2 ft'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:54.0,"{'player': '', 'action': ''}",98-86,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:44.0,"{'player': '', 'action': ''}",98-86,"{'player': 'L. Dončić D. White', 'action': 'Turnover by L. Dončić (bad pass; steal by D. White )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:44.0,"{'player': 'J. Green J. Tatum', 'action': 'Personal foul by J. Green (drawn by J. Tatum )'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:44.0,"{'player': '', 'action': ''}",98-86,"{'player': 'T. Hardaway K. Irving', 'action': 'T. Hardaway enters the game for K. Irving'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:44.0,"{'player': '', 'action': ''}",98-86,"{'player': 'M. Kleber D. Lively', 'action': 'M. Kleber enters the game for D. Lively'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:28.0,"{'player': 'L. Kornet', 'action': 'Turnover by  (bad pass)'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:13.0,"{'player': '', 'action': ''}",98-86,"{'player': 'M. Kleber', 'action': 'misses 3-pt jump shot from 22 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:10.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",98-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:08.0,"{'player': 'J. Tatum P. Pritchard', 'action': 'J. Tatum makes 2-pt layup from 1 ft (assist by P. Pritchard )'}",100-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:07.0,"{'player': '', 'action': ''}",100-86,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:00.0,"{'player': '', 'action': ''}",100-86,"{'player': 'D. White J. Green', 'action': 'Personal foul by D. White (drawn by J. Green )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:00.0,"{'player': 'J. Brown L. Kornet', 'action': 'J. Brown enters the game for L. Kornet'}",100-86,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
8:00.0,"{'player': '', 'action': ''}",100-86,"{'player': 'K. Irving D. Jones', 'action': 'K. Irving enters the game for D. Jones'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
7:37.0,"{'player': '', 'action': ''}",100-88,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
7:14.0,"{'player': 'J. Brown P. Pritchard', 'action': 'J. Brown makes 2-pt layup from 1 ft (assist by P. Pritchard )'}",102-88,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:55.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'misses 2-pt jump shot from 15 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:52.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:51.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'misses 2-pt layup from 3 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:47.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:47.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'misses 2-pt layup at rim'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:46.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:46.0,"{'player': '', 'action': ''}",102-88,"{'player': 'L. Dončić', 'action': 'misses 2-pt layup at rim'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:46.0,"{'player': 'J. Brown', 'action': 'Defensive rebound by'}",102-88,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:43.0,"{'player': 'J. Tatum', 'action': 'misses 3-pt jump shot from 26 ft'}",102-88,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:43.0,"{'player': '', 'action': ''}",102-88,"{'player': 'J. Green', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:31.0,"{'player': '', 'action': ''}",102-90,"{'player': 'K. Irving L. Dončić', 'action': 'K. Irving makes 2-pt layup from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:24.0,"{'player': 'T. Hardaway J. Brown', 'action': 'Personal foul by T. Hardaway (drawn by J. Brown )'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:14.0,"{'player': 'D. White L. Dončić', 'action': 'Turnover by D. White (bad pass; steal by L. Dončić )'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:08.0,"{'player': '', 'action': ''}",102-90,"{'player': 'J. Green', 'action': 'misses 3-pt jump shot from 23 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:07.0,"{'player': '', 'action': 'Defensive rebound by Team'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
6:07.0,"{'player': '', 'action': ''}",102-90,"{'player': 'M. Kleber J. Tatum', 'action': 'Loose ball foul by M. Kleber (drawn by J. Tatum )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:53.0,"{'player': 'L. Dončić J. Tatum', 'action': 'Shooting foul by L. Dončić (drawn by J. Tatum )'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:53.0,"{'player': 'J. Tatum', 'action': 'misses free throw 1 of 2'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:53.0,"{'player': '', 'action': 'Offensive rebound by Team'}",102-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:53.0,"{'player': 'J. Tatum', 'action': 'makes free throw 2 of 2'}",103-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:44.0,"{'player': '', 'action': ''}",103-90,"{'player': 'J. Green J. Holiday', 'action': 'J. Green misses 2-pt layup from 3 ft (block by J. Holiday )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:41.0,"{'player': 'P. Pritchard', 'action': 'Defensive rebound by'}",103-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:37.0,"{'player': 'J. Tatum M. Kleber', 'action': 'J. Tatum misses 2-pt layup from 3 ft (block by M. Kleber )'}",103-90,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:36.0,"{'player': '', 'action': ''}",103-90,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:32.0,"{'player': '', 'action': ''}",103-90,"{'player': 'K. Irving P. Pritchard', 'action': 'K. Irving misses 2-pt layup from 3 ft (block by P. Pritchard )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:31.0,"{'player': '', 'action': ''}",103-90,"{'player': 'L. Dončić', 'action': 'Offensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:31.0,"{'player': '', 'action': ''}",103-92,"{'player': 'L. Dončić', 'action': 'makes 2-pt layup from 2 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:31.0,"{'player': '', 'action': ''}",103-92,"{'player': 'D. White L. Dončić', 'action': 'Shooting foul by D. White (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:31.0,"{'player': '', 'action': ''}",103-93,"{'player': 'L. Dončić', 'action': 'makes free throw 1 of 1'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:11.0,"{'player': 'D. White', 'action': 'misses 2-pt layup from 2 ft'}",103-93,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:06.0,"{'player': '', 'action': ''}",103-93,"{'player': 'K. Irving', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
5:01.0,"{'player': '', 'action': ''}",103-96,"{'player': 'L. Dončić', 'action': 'makes 3-pt jump shot from 27 ft'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:59.0,"{'player': '', 'action': 'Boston full timeout'}",103-96,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:59.0,"{'player': 'A. Horford P. Pritchard', 'action': 'A. Horford enters the game for P. Pritchard'}",103-96,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:45.0,"{'player': 'J. Brown', 'action': 'makes 2-pt jump shot from 12 ft'}",105-96,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:24.0,"{'player': '', 'action': ''}",105-96,"{'player': 'J. Brown L. Dončić', 'action': 'Personal foul by J. Brown (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:24.0,"{'player': '', 'action': ''}",105-97,"{'player': 'L. Dončić', 'action': 'makes free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:24.0,"{'player': '', 'action': ''}",105-98,"{'player': 'L. Dončić', 'action': 'makes free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:10.0,"{'player': 'J. Brown J. Holiday', 'action': 'J. Brown makes 3-pt jump shot from 24 ft (assist by J. Holiday )'}",108-98,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:10.0,"{'player': 'T. Hardaway J. Brown', 'action': 'Shooting foul by T. Hardaway (drawn by J. Brown )'}",108-98,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
4:10.0,"{'player': 'J. Brown', 'action': 'makes free throw 1 of 1'}",109-98,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:54.0,"{'player': '', 'action': ''}",109-98,"{'player': 'M. Kleber J. Brown', 'action': 'M. Kleber misses 2-pt layup from 3 ft (block by J. Brown )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:52.0,"{'player': 'A. Horford', 'action': 'Defensive rebound by'}",109-98,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:41.0,"{'player': 'J. Brown', 'action': 'misses 3-pt jump shot from 26 ft'}",109-98,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:38.0,"{'player': '', 'action': ''}",109-98,"{'player': 'L. Dončić', 'action': 'Defensive rebound by'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:31.0,"{'player': '', 'action': ''}",109-100,"{'player': 'T. Hardaway L. Dončić', 'action': 'T. Hardaway makes 2-pt layup from 2 ft (assist by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:11.0,"{'player': 'J. Holiday J. Tatum', 'action': 'J. Holiday makes 2-pt jump shot from 9 ft (assist by J. Tatum )'}",111-100,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
3:11.0,"{'player': '', 'action': ''}",111-100,"{'player': '', 'action': 'Dallas full timeout'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:58.0,"{'player': '', 'action': ''}",111-100,"{'player': 'J. Holiday L. Dončić', 'action': 'Shooting foul by J. Holiday (drawn by L. Dončić )'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:58.0,"{'player': '', 'action': ''}",111-100,"{'player': 'L. Dončić', 'action': 'misses free throw 1 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:58.0,"{'player': '', 'action': ''}",111-100,"{'player': '', 'action': 'Offensive rebound by Team'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:58.0,"{'player': '', 'action': ''}",111-100,"{'player': 'L. Dončić', 'action': 'misses free throw 2 of 2'}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:55.0,"{'player': 'J. Tatum', 'action': 'Defensive rebound by'}",111-100,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
2:43.0,"{'player': 'J. Brown', 'action': 'misses 3-pt jump shot from 25 ft'}",111-100,"{'player': '', 'action': ''}",https://www.basketball-reference.com/boxscores/pbp/202401220DAL.html
