game_id,home_team,away_team,home_win,point_differential,home_ORtg,home_DRtg,home_NRtg,home_Off_eFG%,home_Off_TOV%,home_Def_DRB%,home_clutch_PTS,home_clutch_FG%,home_clutch_REB,home_clutch_AST,home_clutch_TOV,away_ORtg,away_DRtg,away_NRtg,away_Off_eFG%,away_Off_TOV%,away_Def_DRB%,away_clutch_PTS,away_clutch_FG%,away_clutch_REB,away_clutch_AST,away_clutch_TOV
624,Atlanta Hawks,Cleveland Cavaliers,0,21,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
625,New York Knicks,Toronto Raptors,1,26,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
626,Chicago Bulls,Memphis Grizzlies,1,29,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
627,Houston Rockets,Utah Jazz,1,1,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
628,Minnesota Timberwolves,Oklahoma City Thunder,0,5,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
629,Los Angeles Clippers,Brooklyn Nets,1,11,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
630,Orlando Magic,Miami Heat,1,18,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8
631,Washington Wizards,Denver Nuggets,0,9,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
632,Houston Rockets,Boston Celtics,0,9,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
633,Phoenix Suns,Indiana Pacers,1,7,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
634,Los Angeles Lakers,Portland Trail Blazers,1,24,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
635,Detroit Pistons,Milwaukee Bucks,0,9,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
636,Orlando Magic,Cleveland Cavaliers,0,27,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
637,Philadelphia 76ers,San Antonio Spurs,1,10,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2
638,Toronto Raptors,Memphis Grizzlies,0,8,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
639,Minnesota Timberwolves,Charlotte Hornets,0,3,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
640,Dallas Mavericks,Boston Celtics,0,9,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
641,Phoenix Suns,Chicago Bulls,1,2,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
642,Sacramento Kings,Atlanta Hawks,1,15,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
643,Indiana Pacers,Denver Nuggets,0,5,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
644,Brooklyn Nets,New York Knicks,0,5,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
645,New Orleans Pelicans,Utah Jazz,1,29,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
646,Oklahoma City Thunder,Portland Trail Blazers,1,2,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
647,Los Angeles Clippers,Los Angeles Lakers,1,11,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
648,Detroit Pistons,Charlotte Hornets,1,7,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
649,Washington Wizards,Minnesota Timberwolves,0,11,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
650,Miami Heat,Memphis Grizzlies,0,9,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
651,Houston Rockets,Portland Trail Blazers,0,6,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
652,Milwaukee Bucks,Cleveland Cavaliers,1,10,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
653,Dallas Mavericks,Phoenix Suns,0,23,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
654,San Antonio Spurs,Oklahoma City Thunder,0,26,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
655,Golden State Warriors,Atlanta Hawks,1,22,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8
656,Indiana Pacers,Philadelphia 76ers,1,12,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
657,Washington Wizards,Utah Jazz,0,15,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
658,Brooklyn Nets,Minnesota Timberwolves,0,2,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
659,Miami Heat,Boston Celtics,0,33,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8
660,New York Knicks,Denver Nuggets,1,38,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
661,Golden State Warriors,Sacramento Kings,0,1,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
662,Los Angeles Lakers,Chicago Bulls,1,9,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
663,Atlanta Hawks,Dallas Mavericks,0,5,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
664,Charlotte Hornets,Houston Rockets,0,34,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
665,Indiana Pacers,Phoenix Suns,1,2,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
666,Toronto Raptors,Los Angeles Clippers,0,20,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
667,Memphis Grizzlies,Orlando Magic,1,1,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
668,Milwaukee Bucks,Cleveland Cavaliers,0,12,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
669,New Orleans Pelicans,Oklahoma City Thunder,0,24,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
670,San Antonio Spurs,Portland Trail Blazers,1,16,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
671,Detroit Pistons,Washington Wizards,0,14,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
672,New York Knicks,Miami Heat,1,16,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8
673,Denver Nuggets,Philadelphia 76ers,1,6,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
674,Brooklyn Nets,Houston Rockets,1,2,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
675,Boston Celtics,Los Angeles Clippers,0,19,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
676,Charlotte Hornets,Utah Jazz,0,12,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
677,Milwaukee Bucks,New Orleans Pelicans,1,24,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
678,Golden State Warriors,Los Angeles Lakers,0,1,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
679,San Antonio Spurs,Minnesota Timberwolves,1,1,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
680,Dallas Mavericks,Sacramento Kings,0,5,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
681,Detroit Pistons,Oklahoma City Thunder,1,16,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9
682,Indiana Pacers,Memphis Grizzlies,1,6,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
683,Atlanta Hawks,Toronto Raptors,1,1,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
684,Orlando Magic,Phoenix Suns,1,15,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
685,Portland Trail Blazers,Chicago Bulls,0,8,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
686,Charlotte Hornets,New York Knicks,0,21,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6
687,Cleveland Cavaliers,Los Angeles Clippers,1,10,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
688,Boston Celtics,New Orleans Pelicans,1,6,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
689,Brooklyn Nets,Utah Jazz,1,33,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
690,Miami Heat,Phoenix Suns,0,13,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
691,Houston Rockets,Los Angeles Lakers,1,16,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
692,Memphis Grizzlies,Sacramento Kings,0,9,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
693,Oklahoma City Thunder,Minnesota Timberwolves,0,6,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1
694,San Antonio Spurs,Washington Wizards,0,5,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9
695,Dallas Mavericks,Orlando Magic,1,2,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
696,Denver Nuggets,Milwaukee Bucks,1,6,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
697,Portland Trail Blazers,Philadelphia 76ers,1,26,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
698,Atlanta Hawks,Los Angeles Lakers,1,16,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
699,Boston Celtics,Indiana Pacers,1,5,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
700,New York Knicks,Utah Jazz,1,15,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3
701,Chicago Bulls,Toronto Raptors,0,11,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
702,Golden State Warriors,Philadelphia 76ers,1,12,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
703,Charlotte Hornets,Chicago Bulls,0,7,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1
704,Cleveland Cavaliers,Detroit Pistons,1,7,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9
705,Washington Wizards,Los Angeles Clippers,0,16,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
706,Miami Heat,Sacramento Kings,1,9,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
707,Houston Rockets,New Orleans Pelicans,0,11,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
708,Minnesota Timberwolves,Dallas Mavericks,1,34,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5
709,Oklahoma City Thunder,Denver Nuggets,1,5,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9
710,San Antonio Spurs,Orlando Magic,0,10,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
711,Brooklyn Nets,Phoenix Suns,0,16,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
712,Portland Trail Blazers,Milwaukee Bucks,1,3,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
713,Boston Celtics,Los Angeles Lakers,0,9,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
714,New York Knicks,Indiana Pacers,1,4,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
715,Memphis Grizzlies,Cleveland Cavaliers,0,7,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
716,Utah Jazz,Philadelphia 76ers,0,3,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9
717,Detroit Pistons,Los Angeles Clippers,0,11,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
718,Washington Wizards,Miami Heat,0,8,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8
719,Atlanta Hawks,Phoenix Suns,1,9,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
720,Indiana Pacers,Sacramento Kings,0,11,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
721,Houston Rockets,Toronto Raptors,1,29,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
722,Memphis Grizzlies,Golden State Warriors,0,20,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
723,Minnesota Timberwolves,Orlando Magic,0,2,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
724,Oklahoma City Thunder,Charlotte Hornets,1,20,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9
725,San Antonio Spurs,New Orleans Pelicans,0,1,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,117.4,112.9,4.5,0.558,11.8,76.9,7.0,46.2,2.6,1.5,1.1
726,Denver Nuggets,Portland Trail Blazers,1,12,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
727,Philadelphia 76ers,Brooklyn Nets,0,15,116.9,113.8,3.1,0.532,10.7,74.3,9.3,44.7,3.3,1.7,0.9,113.2,116.1,-2.9,0.531,11.8,76.0,10.8,43.8,4.1,1.8,1.0
728,Atlanta Hawks,Golden State Warriors,1,7,117.2,119.4,-2.2,0.539,11.6,75.2,8.0,38.3,3.3,0.9,0.8,117.8,115.2,2.6,0.557,12.5,76.1,8.4,44.2,2.6,1.8,0.7
729,Chicago Bulls,Sacramento Kings,0,8,114.9,116.3,-1.4,0.534,11.0,76.4,11.9,48.4,4.2,2.3,1.1,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
730,Dallas Mavericks,Milwaukee Bucks,0,12,117.6,115.4,2.2,0.562,11.2,75.2,9.4,47.5,3.0,1.8,0.5,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
731,New York Knicks,Los Angeles Lakers,0,8,118.2,113.4,4.8,0.54,11.9,76.1,8.6,44.0,3.5,1.3,0.6,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
732,San Antonio Spurs,Cleveland Cavaliers,0,16,110.0,116.4,-6.4,0.532,13.2,76.4,7.9,40.6,3.5,1.7,1.2,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1
733,Detroit Pistons,Orlando Magic,0,12,109.7,118.8,-9.1,0.526,13.5,77.3,6.0,35.7,2.9,0.9,0.9,113.4,111.3,2.1,0.541,13.3,78.1,7.9,38.9,3.8,1.3,1.0
734,Washington Wizards,Phoenix Suns,0,28,110.5,119.6,-9.1,0.538,12.2,72.5,5.5,35.4,2.8,1.0,0.9,117.6,114.6,3.0,0.565,13.4,75.6,7.5,40.7,3.0,1.5,0.8
735,Boston Celtics,Memphis Grizzlies,1,40,123.2,111.6,11.6,0.578,10.8,76.3,9.5,44.8,3.7,1.5,0.8,107.2,114.3,-7.1,0.509,13.4,74.8,7.2,40.1,3.2,1.0,1.2
736,Charlotte Hornets,Indiana Pacers,0,16,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,121.0,118.0,3.0,0.578,11.3,74.1,8.8,48.3,2.7,1.5,0.9
737,Miami Heat,Los Angeles Clippers,0,8,114.0,112.2,1.8,0.538,11.7,78.1,7.1,36.3,2.9,1.0,0.8,118.8,115.4,3.4,0.561,12.0,74.8,7.9,44.1,2.7,1.4,0.8
738,Minnesota Timberwolves,Houston Rockets,1,21,115.6,109.0,6.6,0.559,13.0,76.9,8.5,42.7,3.3,1.6,1.1,114.5,113.4,1.1,0.529,11.2,76.0,8.4,41.8,3.0,1.7,0.6
739,Oklahoma City Thunder,Toronto Raptors,1,8,119.5,112.1,7.4,0.573,11.4,73.8,9.3,52.5,2.9,1.6,0.9,112.3,118.8,-6.5,0.535,12.4,73.9,8.2,45.1,3.7,1.6,1.0
740,Utah Jazz,Milwaukee Bucks,1,15,115.5,120.4,-4.9,0.539,13.6,75.2,9.4,45.1,3.9,1.9,1.3,118.4,115.8,2.6,0.568,11.5,77.2,9.9,44.1,3.2,1.8,0.9
741,Denver Nuggets,Portland Trail Blazers,1,9,118.5,113.0,5.5,0.562,11.5,75.6,9.1,53.0,3.1,1.8,0.9,108.3,117.5,-9.2,0.503,13.4,74.0,9.1,45.7,4.0,1.8,1.6
742,Charlotte Hornets,Los Angeles Lakers,0,6,109.3,119.8,-10.5,0.529,12.6,74.5,8.1,47.2,2.9,1.5,0.9,115.9,115.3,0.6,0.566,12.5,76.2,10.8,46.4,4.0,1.8,1.0
743,Cleveland Cavaliers,Sacramento Kings,1,26,115.2,112.7,2.5,0.557,12.4,76.9,7.7,43.2,3.1,1.5,1.1,116.9,115.2,1.7,0.556,11.6,78.4,10.0,44.9,4.1,1.7,1.2
